time,rank,Maps_uid,Maps_number,Players_pid,Players_name
00:17.46,7,wSqfHjnbPFDMX0JRAGEjvHrEyIe,37,2206,Luukasa123
00:05.80,5,3CMwUdiAfd_ri2VdNVkUN05Uvkj,9,3839,รђค๔๏ฬ
00:17.46,8,wSqfHjnbPFDMX0JRAGEjvHrEyIe,37,542,ѕĸγ»МіǤ«ғฟ๏
00:17.47,9,wSqfHjnbPFDMX0JRAGEjvHrEyIe,37,120,мѕι mo
00:17.48,10,wSqfHjnbPFDMX0JRAGEjvHrEyIe,37,957,〔 niati 〕
00:12.71,1,2XFxwrzhmvHEV9AGyl8I88ztJt4,38,1762,ңяױ อטѕн wrh*
00:12.80,2,2XFxwrzhmvHEV9AGyl8I88ztJt4,38,2748,мѕι dzam мםя
00:12.83,3,2XFxwrzhmvHEV9AGyl8I88ztJt4,38,854,Ðrog
00:12.85,4,2XFxwrzhmvHEV9AGyl8I88ztJt4,38,8427,ңя ױ jarssoni
00:12.86,5,2XFxwrzhmvHEV9AGyl8I88ztJt4,38,450,ImminentOmelet58
00:12.96,6,2XFxwrzhmvHEV9AGyl8I88ztJt4,38,1797,ױρאωєя.т³
00:12.99,7,2XFxwrzhmvHEV9AGyl8I88ztJt4,38,3341,bazrzokh
00:13.06,8,2XFxwrzhmvHEV9AGyl8I88ztJt4,38,120,мѕι mo
00:13.08,9,2XFxwrzhmvHEV9AGyl8I88ztJt4,38,943,ehkla.
00:13.09,10,2XFxwrzhmvHEV9AGyl8I88ztJt4,38,580,τιחє
00:11.07,1,ZqS6aB34WSWhDJLcjCtHKx5u8p0,39,542,ѕĸγ»МіǤ«ғฟ๏
00:11.11,2,ZqS6aB34WSWhDJLcjCtHKx5u8p0,39,957,〔 niati 〕
00:11.12,3,ZqS6aB34WSWhDJLcjCtHKx5u8p0,39,6313,WATT Raptor
00:11.13,4,ZqS6aB34WSWhDJLcjCtHKx5u8p0,39,1324,reasᄓnn
00:11.15,5,ZqS6aB34WSWhDJLcjCtHKx5u8p0,39,959,UNITED STATES OF DONALDTRUMPERICA
00:11.15,6,ZqS6aB34WSWhDJLcjCtHKx5u8p0,39,3360,xosar
00:11.16,7,ZqS6aB34WSWhDJLcjCtHKx5u8p0,39,1812,FIREFIGHTER
00:11.16,8,ZqS6aB34WSWhDJLcjCtHKx5u8p0,39,450,ImminentOmelet58
00:11.16,9,ZqS6aB34WSWhDJLcjCtHKx5u8p0,39,4354,「ιиғяα」
00:11.17,10,ZqS6aB34WSWhDJLcjCtHKx5u8p0,39,1033,Law¬Hydra.GF
00:06.60,1,NXfvQlaGonI437lLylO4SckMf7b,40,5408,Σα¹²мακσ您
00:06.60,2,NXfvQlaGonI437lLylO4SckMf7b,40,7517,Bor
00:06.63,3,NXfvQlaGonI437lLylO4SckMf7b,40,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:06.65,4,NXfvQlaGonI437lLylO4SckMf7b,40,1797,ױρאωєя.т³
00:06.65,5,NXfvQlaGonI437lLylO4SckMf7b,40,2652,Wikky69
00:06.66,6,NXfvQlaGonI437lLylO4SckMf7b,40,542,ѕĸγ»МіǤ«ғฟ๏
00:06.73,7,NXfvQlaGonI437lLylO4SckMf7b,40,2206,Luukasa123
00:06.74,8,NXfvQlaGonI437lLylO4SckMf7b,40,667,ΞפैΘ» SEPHY
00:06.75,9,NXfvQlaGonI437lLylO4SckMf7b,40,2747,Golden « т³
00:06.75,10,NXfvQlaGonI437lLylO4SckMf7b,40,6950,αd_M0r ツ
00:06.88,1,XhN190yZ1v6EtpOELdw7BSYYZ0l,41,1556,mab
00:06.88,2,XhN190yZ1v6EtpOELdw7BSYYZ0l,41,8573,RedLucas.
00:06.89,3,XhN190yZ1v6EtpOELdw7BSYYZ0l,41,8037,akif713
00:06.89,4,XhN190yZ1v6EtpOELdw7BSYYZ0l,41,7497,destructor56**
00:06.90,5,XhN190yZ1v6EtpOELdw7BSYYZ0l,41,1439,corkscrew
00:06.90,6,XhN190yZ1v6EtpOELdw7BSYYZ0l,41,2506,Rubbie
00:06.90,7,XhN190yZ1v6EtpOELdw7BSYYZ0l,41,1025,arthy.
00:06.90,8,XhN190yZ1v6EtpOELdw7BSYYZ0l,41,5511,Hystr
00:06.90,9,XhN190yZ1v6EtpOELdw7BSYYZ0l,41,7349,HELM | でechツ
00:06.90,10,XhN190yZ1v6EtpOELdw7BSYYZ0l,41,5658,`ฬ๏§  mr bush
00:04.25,1,LuFqyEZHghYN0e6yGQSSIaQqlU3,42,1390,betta
00:04.25,2,LuFqyEZHghYN0e6yGQSSIaQqlU3,42,5329,мιкєηZe
00:04.25,3,LuFqyEZHghYN0e6yGQSSIaQqlU3,42,5408,Σα¹²мακσ您
00:04.25,4,LuFqyEZHghYN0e6yGQSSIaQqlU3,42,1556,mab
00:04.25,5,LuFqyEZHghYN0e6yGQSSIaQqlU3,42,1812,FIREFIGHTER
00:04.25,6,LuFqyEZHghYN0e6yGQSSIaQqlU3,42,1950,// fey « т³ //
00:04.25,7,LuFqyEZHghYN0e6yGQSSIaQqlU3,42,3501,ңя ױ Kustosz Λc
00:04.25,8,LuFqyEZHghYN0e6yGQSSIaQqlU3,42,2937,gimli35
00:04.25,9,LuFqyEZHghYN0e6yGQSSIaQqlU3,42,6628,Luxocs
00:04.25,10,LuFqyEZHghYN0e6yGQSSIaQqlU3,42,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:06.63,1,iA3buAHo98UdM3BNveUa5FqCrfj,43,641,Luck-๏
00:06.64,2,iA3buAHo98UdM3BNveUa5FqCrfj,43,450,ImminentOmelet58
00:06.64,3,iA3buAHo98UdM3BNveUa5FqCrfj,43,3051,Casper
00:06.64,4,iA3buAHo98UdM3BNveUa5FqCrfj,43,542,ѕĸγ»МіǤ«ғฟ๏
00:06.64,5,iA3buAHo98UdM3BNveUa5FqCrfj,43,5650,SomeHobo
00:06.65,6,iA3buAHo98UdM3BNveUa5FqCrfj,43,487,bPlayैērシmsi
00:06.65,7,iA3buAHo98UdM3BNveUa5FqCrfj,43,1580,【W i l l ｚ ｉ ｎ】
00:06.65,8,iA3buAHo98UdM3BNveUa5FqCrfj,43,3162,horga
00:06.65,9,iA3buAHo98UdM3BNveUa5FqCrfj,43,3760,еяаメjewlians_96(real) ๓ไ
00:06.66,10,iA3buAHo98UdM3BNveUa5FqCrfj,43,31,ғฟ๏.ins
00:07.07,1,Hu2Q_AYwbp8v2GmdOoIB8onxhca,44,474,ฟoodniaқ
00:07.09,2,Hu2Q_AYwbp8v2GmdOoIB8onxhca,44,4114,bendover_99
00:07.10,3,Hu2Q_AYwbp8v2GmdOoIB8onxhca,44,545,«厶ア» Tormod
00:07.18,4,Hu2Q_AYwbp8v2GmdOoIB8onxhca,44,1797,ױρאωєя.т³
00:07.21,5,Hu2Q_AYwbp8v2GmdOoIB8onxhca,44,3165,ғяσैѕѕ
00:07.24,6,Hu2Q_AYwbp8v2GmdOoIB8onxhca,44,5696,CCC〢Lzaps
00:07.28,7,Hu2Q_AYwbp8v2GmdOoIB8onxhca,44,1,gargı
00:07.31,8,Hu2Q_AYwbp8v2GmdOoIB8onxhca,44,947,Kevinsunde
00:07.32,9,Hu2Q_AYwbp8v2GmdOoIB8onxhca,44,2675,olivermax
00:07.33,10,Hu2Q_AYwbp8v2GmdOoIB8onxhca,44,47,bladee
00:09.77,1,m4G825AJ7tVoe5jQK2TTz3bWXc7,45,4427,Kairoैs! « т³
00:09.88,2,m4G825AJ7tVoe5jQK2TTz3bWXc7,45,2549,Ісегॆॅ็
00:09.89,3,m4G825AJ7tVoe5jQK2TTz3bWXc7,45,144,הѕс¬Ғеяяу | мр
00:09.92,4,m4G825AJ7tVoe5jQK2TTz3bWXc7,45,2,ѕκγ | Nicklander #mot
00:09.94,5,m4G825AJ7tVoe5jQK2TTz3bWXc7,45,2873,웃laser웃
00:09.94,6,m4G825AJ7tVoe5jQK2TTz3bWXc7,45,2748,мѕι dzam мםя
00:09.94,7,m4G825AJ7tVoe5jQK2TTz3bWXc7,45,1011,old¹ 6  patroo
00:09.95,8,m4G825AJ7tVoe5jQK2TTz3bWXc7,45,282,¬  Šĸуяџŋŋ ッ «
00:10.01,9,m4G825AJ7tVoe5jQK2TTz3bWXc7,45,43,ѕκy²oumol_«_т³
00:10.02,10,m4G825AJ7tVoe5jQK2TTz3bWXc7,45,963,lane
00:05.49,1,f_JVGgN71MuQLCV8lvo0JURvnlc,46,8641,nieto_02
00:05.52,2,f_JVGgN71MuQLCV8lvo0JURvnlc,46,3474,๓ไ» βακεδ Δlαsκα « т³
00:05.53,3,f_JVGgN71MuQLCV8lvo0JURvnlc,46,282,¬  Šĸуяџŋŋ ッ «
00:05.55,4,f_JVGgN71MuQLCV8lvo0JURvnlc,46,542,ѕĸγ»МіǤ«ғฟ๏
00:05.56,5,f_JVGgN71MuQLCV8lvo0JURvnlc,46,1600,сав ¬ nellike
00:05.56,6,f_JVGgN71MuQLCV8lvo0JURvnlc,46,2904,NoPro»Skyer03
00:05.56,7,f_JVGgN71MuQLCV8lvo0JURvnlc,46,984,мѕι Sonix « т³ 
00:05.57,8,f_JVGgN71MuQLCV8lvo0JURvnlc,46,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:05.58,9,f_JVGgN71MuQLCV8lvo0JURvnlc,46,450,ImminentOmelet58
00:05.58,10,f_JVGgN71MuQLCV8lvo0JURvnlc,46,975,ѕκγ. flex
00:07.18,1,dzabN3tA6CQnYDljavF4qCyZ9v6,47,943,ehkla.
00:07.18,2,dzabN3tA6CQnYDljavF4qCyZ9v6,47,542,ѕĸγ»МіǤ«ғฟ๏
00:07.19,3,dzabN3tA6CQnYDljavF4qCyZ9v6,47,2748,мѕι dzam мםя
00:07.19,4,dzabN3tA6CQnYDljavF4qCyZ9v6,47,7517,Bor
00:07.19,5,dzabN3tA6CQnYDljavF4qCyZ9v6,47,8322,~़Vוטה ๋:>
00:07.20,6,dzabN3tA6CQnYDljavF4qCyZ9v6,47,1532,ЈΛŦ《ѵא》
00:07.20,7,dzabN3tA6CQnYDljavF4qCyZ9v6,47,2114,凹 faiby ?
00:07.20,8,dzabN3tA6CQnYDljavF4qCyZ9v6,47,3501,ңя ױ Kustosz Λc
00:07.20,9,dzabN3tA6CQnYDljavF4qCyZ9v6,47,7565,June 〤 meow
00:07.21,10,dzabN3tA6CQnYDljavF4qCyZ9v6,47,450,ImminentOmelet58
00:09.24,1,WbqztX0Hd6VKkUC1Z2rMjnSLRyb,48,7399,ғяłĐǤ乇 Σ
00:09.33,2,WbqztX0Hd6VKkUC1Z2rMjnSLRyb,48,1878,Bambon
00:09.33,3,WbqztX0Hd6VKkUC1Z2rMjnSLRyb,48,3406,ᅢᄇᄉᄀᄔᆢ
00:09.34,4,WbqztX0Hd6VKkUC1Z2rMjnSLRyb,48,1324,reasᄓnn
00:09.35,5,WbqztX0Hd6VKkUC1Z2rMjnSLRyb,48,542,ѕĸγ»МіǤ«ғฟ๏
00:09.35,6,WbqztX0Hd6VKkUC1Z2rMjnSLRyb,48,2128,/passi
00:09.36,7,WbqztX0Hd6VKkUC1Z2rMjnSLRyb,48,1539,Parkourowie©©
00:09.37,8,WbqztX0Hd6VKkUC1Z2rMjnSLRyb,48,336,»ғฟ๏« Ŀιиκ.* Law
00:09.37,9,WbqztX0Hd6VKkUC1Z2rMjnSLRyb,48,1174,Нтм.Nad!
00:09.37,10,WbqztX0Hd6VKkUC1Z2rMjnSLRyb,48,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:09.84,1,qPU1JCG2vjRwRqQzQR7AvBS9I0l,49,542,ѕĸγ»МіǤ«ғฟ๏
00:09.87,2,qPU1JCG2vjRwRqQzQR7AvBS9I0l,49,450,ImminentOmelet58
00:09.89,3,qPU1JCG2vjRwRqQzQR7AvBS9I0l,49,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:09.96,4,qPU1JCG2vjRwRqQzQR7AvBS9I0l,49,3165,ғяσैѕѕ
00:09.97,5,qPU1JCG2vjRwRqQzQR7AvBS9I0l,49,43,ѕκy²oumol_«_т³
00:10.18,6,qPU1JCG2vjRwRqQzQR7AvBS9I0l,49,336,»ғฟ๏« Ŀιиκ.* Law
00:10.19,7,qPU1JCG2vjRwRqQzQR7AvBS9I0l,49,3955,Nem #jome
00:10.20,8,qPU1JCG2vjRwRqQzQR7AvBS9I0l,49,2867,aryorha
00:10.21,9,qPU1JCG2vjRwRqQzQR7AvBS9I0l,49,527,CamoBrie « т³
00:10.23,10,qPU1JCG2vjRwRqQzQR7AvBS9I0l,49,2233,ayhon
00:14.45,1,FQ1tjIvqVToML5U_U91g2trvrhi,50,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:14.47,2,FQ1tjIvqVToML5U_U91g2trvrhi,50,542,ѕĸγ»МіǤ«ғฟ๏
00:14.63,3,FQ1tjIvqVToML5U_U91g2trvrhi,50,975,ѕκγ. flex
00:14.70,4,FQ1tjIvqVToML5U_U91g2trvrhi,50,2011,ि७
00:14.74,5,FQ1tjIvqVToML5U_U91g2trvrhi,50,1006,tnt.passi
00:14.84,6,FQ1tjIvqVToML5U_U91g2trvrhi,50,2448,nonick
00:14.86,7,FQ1tjIvqVToML5U_U91g2trvrhi,50,2206,Luukasa123
00:14.86,8,FQ1tjIvqVToML5U_U91g2trvrhi,50,2098,ραяツ
00:14.91,9,FQ1tjIvqVToML5U_U91g2trvrhi,50,7494,racehans.STIHL<3
00:14.95,10,FQ1tjIvqVToML5U_U91g2trvrhi,50,122,oddich( ͡° ͜ʖ ͡°)
00:11.73,1,003tpZKAQwleFpBecroVrANBEHg,51,4354,「ιиғяα」
00:12.10,2,003tpZKAQwleFpBecroVrANBEHg,51,608,a
00:12.41,3,003tpZKAQwleFpBecroVrANBEHg,51,77,hr from pinely
00:12.42,4,003tpZKAQwleFpBecroVrANBEHg,51,542,ѕĸγ»МіǤ«ғฟ๏
00:12.48,5,003tpZKAQwleFpBecroVrANBEHg,51,178,DWN.skandear
00:12.49,6,003tpZKAQwleFpBecroVrANBEHg,51,2146,alecks〢ᄂᄆᄂ« т³
00:12.50,7,003tpZKAQwleFpBecroVrANBEHg,51,5408,Σα¹²мακσ您
00:12.53,8,003tpZKAQwleFpBecroVrANBEHg,51,1727,buzzy.
00:12.53,9,003tpZKAQwleFpBecroVrANBEHg,51,6035,.иѕғ҂Chrom :3
00:12.57,10,003tpZKAQwleFpBecroVrANBEHg,51,120,мѕι mo
00:52.60,1,k57HfrNvVSuPYVcu61Rv4ZBIk3m,52,2904,NoPro»Skyer03
00:53.44,2,k57HfrNvVSuPYVcu61Rv4ZBIk3m,52,336,»ғฟ๏« Ŀιиκ.* Law
01:02.31,3,k57HfrNvVSuPYVcu61Rv4ZBIk3m,52,450,ImminentOmelet58
01:05.77,4,k57HfrNvVSuPYVcu61Rv4ZBIk3m,52,943,ehkla.
01:11.07,5,k57HfrNvVSuPYVcu61Rv4ZBIk3m,52,975,ѕκγ. flex
01:12.41,6,k57HfrNvVSuPYVcu61Rv4ZBIk3m,52,1727,buzzy.
01:26.76,7,k57HfrNvVSuPYVcu61Rv4ZBIk3m,52,3704,redank
01:35.87,8,k57HfrNvVSuPYVcu61Rv4ZBIk3m,52,312,Blacki
01:38.81,9,k57HfrNvVSuPYVcu61Rv4ZBIk3m,52,542,ѕĸγ»МіǤ«ғฟ๏
01:41.24,10,k57HfrNvVSuPYVcu61Rv4ZBIk3m,52,889,Ғαмоυѕ.Poufi॰сав
00:11.64,1,eFI5j34uqDtWB8dfHpq88npAgz7,53,542,ѕĸγ»МіǤ«ғฟ๏
00:11.78,2,eFI5j34uqDtWB8dfHpq88npAgz7,53,6080,яτх¬ŋρя.ЈΛŦ
00:11.79,3,eFI5j34uqDtWB8dfHpq88npAgz7,53,3165,ғяσैѕѕ
00:11.81,4,eFI5j34uqDtWB8dfHpq88npAgz7,53,3955,Nem #jome
00:11.82,5,eFI5j34uqDtWB8dfHpq88npAgz7,53,282,¬  Šĸуяџŋŋ ッ «
00:11.83,6,eFI5j34uqDtWB8dfHpq88npAgz7,53,336,»ғฟ๏« Ŀιиκ.* Law
00:11.83,7,eFI5j34uqDtWB8dfHpq88npAgz7,53,2873,웃laser웃
00:11.86,8,eFI5j34uqDtWB8dfHpq88npAgz7,53,2747,Golden « т³
00:11.86,9,eFI5j34uqDtWB8dfHpq88npAgz7,53,2206,Luukasa123
00:11.86,10,eFI5j34uqDtWB8dfHpq88npAgz7,53,5408,Σα¹²мακσ您
00:11.77,1,XEdW8cau_Wr8UR1YBa4KlLJAWti,54,3165,ғяσैѕѕ
00:11.92,2,XEdW8cau_Wr8UR1YBa4KlLJAWti,54,336,»ғฟ๏« Ŀιиκ.* Law
00:12.07,3,XEdW8cau_Wr8UR1YBa4KlLJAWti,54,8322,~़Vוטה ๋:>
00:12.18,4,XEdW8cau_Wr8UR1YBa4KlLJAWti,54,487,bPlayैērシmsi
00:12.21,5,XEdW8cau_Wr8UR1YBa4KlLJAWti,54,1320,мѕι UrangWu-tang
00:12.22,6,XEdW8cau_Wr8UR1YBa4KlLJAWti,54,149,Marmerladi
00:12.24,7,XEdW8cau_Wr8UR1YBa4KlLJAWti,54,43,ѕκy²oumol_«_т³
00:12.24,8,XEdW8cau_Wr8UR1YBa4KlLJAWti,54,4364,сав〢b4t￠aѵe <3
00:12.26,9,XEdW8cau_Wr8UR1YBa4KlLJAWti,54,2904,NoPro»Skyer03
00:12.26,10,XEdW8cau_Wr8UR1YBa4KlLJAWti,54,4354,「ιиғяα」
00:09.02,1,5G9_hepCbUPggJppz7rYKflsH0n,55,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:09.03,2,5G9_hepCbUPggJppz7rYKflsH0n,55,3165,ғяσैѕѕ
00:09.07,3,5G9_hepCbUPggJppz7rYKflsH0n,55,5408,Σα¹²мακσ您
00:09.15,4,5G9_hepCbUPggJppz7rYKflsH0n,55,120,мѕι mo
00:09.15,5,5G9_hepCbUPggJppz7rYKflsH0n,55,2011,ि७
00:09.17,6,5G9_hepCbUPggJppz7rYKflsH0n,55,2873,웃laser웃
00:09.17,7,5G9_hepCbUPggJppz7rYKflsH0n,55,542,ѕĸγ»МіǤ«ғฟ๏
00:09.18,8,5G9_hepCbUPggJppz7rYKflsH0n,55,31,ғฟ๏.ins
00:09.19,9,5G9_hepCbUPggJppz7rYKflsH0n,55,336,»ғฟ๏« Ŀιиκ.* Law
00:09.19,10,5G9_hepCbUPggJppz7rYKflsH0n,55,3704,redank
00:12.23,1,obw3cnR7wNKt2lSu6Hg7QbYFD73,56,9447,Ti_Plant
00:13.06,2,obw3cnR7wNKt2lSu6Hg7QbYFD73,56,1798,byoš
00:14.41,3,obw3cnR7wNKt2lSu6Hg7QbYFD73,56,6757,whats_kraken
00:14.71,4,obw3cnR7wNKt2lSu6Hg7QbYFD73,56,7517,Bor
00:15.04,5,obw3cnR7wNKt2lSu6Hg7QbYFD73,56,889,Ғαмоυѕ.Poufi॰сав
00:15.23,6,obw3cnR7wNKt2lSu6Hg7QbYFD73,56,1812,FIREFIGHTER
00:15.34,7,obw3cnR7wNKt2lSu6Hg7QbYFD73,56,2243,sauucey
00:15.69,8,obw3cnR7wNKt2lSu6Hg7QbYFD73,56,57,i
00:15.69,9,obw3cnR7wNKt2lSu6Hg7QbYFD73,56,1635,Нтм. HYDROLOG
00:15.70,10,obw3cnR7wNKt2lSu6Hg7QbYFD73,56,1719,λмק ױ мιхеяу.
00:07.62,1,8WUqHONwxpj1BClJq6Fkmf4FFa4,57,336,»ғฟ๏« Ŀιиκ.* Law
00:07.62,2,8WUqHONwxpj1BClJq6Fkmf4FFa4,57,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:07.63,3,8WUqHONwxpj1BClJq6Fkmf4FFa4,57,943,ehkla.
00:07.63,4,8WUqHONwxpj1BClJq6Fkmf4FFa4,57,2206,Luukasa123
00:07.63,5,8WUqHONwxpj1BClJq6Fkmf4FFa4,57,3955,Nem #jome
00:07.63,6,8WUqHONwxpj1BClJq6Fkmf4FFa4,57,542,ѕĸγ»МіǤ«ғฟ๏
00:07.63,7,8WUqHONwxpj1BClJq6Fkmf4FFa4,57,2146,alecks〢ᄂᄆᄂ« т³
00:07.63,8,8WUqHONwxpj1BClJq6Fkmf4FFa4,57,1013,Louffy.
00:07.63,9,8WUqHONwxpj1BClJq6Fkmf4FFa4,57,3092,hev
00:07.63,10,8WUqHONwxpj1BClJq6Fkmf4FFa4,57,6760,Lucin
00:07.95,1,qKfCYsrxgaH7lOWl0Pn0Gnp9pXm,58,3955,Nem #jome
00:08.27,2,qKfCYsrxgaH7lOWl0Pn0Gnp9pXm,58,3704,redank
00:08.37,3,qKfCYsrxgaH7lOWl0Pn0Gnp9pXm,58,608,a
00:08.86,4,qKfCYsrxgaH7lOWl0Pn0Gnp9pXm,58,1324,reasᄓnn
00:08.99,5,qKfCYsrxgaH7lOWl0Pn0Gnp9pXm,58,1600,сав ¬ nellike
00:09.09,6,qKfCYsrxgaH7lOWl0Pn0Gnp9pXm,58,1390,betta
00:09.34,7,qKfCYsrxgaH7lOWl0Pn0Gnp9pXm,58,336,»ғฟ๏« Ŀιиκ.* Law
00:09.44,8,qKfCYsrxgaH7lOWl0Pn0Gnp9pXm,58,1042,×saiphyy×
00:09.45,9,qKfCYsrxgaH7lOWl0Pn0Gnp9pXm,58,542,ѕĸγ»МіǤ«ғฟ๏
00:09.78,10,qKfCYsrxgaH7lOWl0Pn0Gnp9pXm,58,2826,KŘOĄTĘ¬Thicc〢ѕІоώ»ЈŁ
00:10.79,1,e9eCWNhgS7yJivtoCjgRbDqarB8,59,542,ѕĸγ»МіǤ«ғฟ๏
00:10.91,2,e9eCWNhgS7yJivtoCjgRbDqarB8,59,1390,betta
00:10.94,3,e9eCWNhgS7yJivtoCjgRbDqarB8,59,3955,Nem #jome
00:11.02,4,e9eCWNhgS7yJivtoCjgRbDqarB8,59,975,ѕκγ. flex
00:11.04,5,e9eCWNhgS7yJivtoCjgRbDqarB8,59,742,॰сав l| Storm!
00:11.07,6,e9eCWNhgS7yJivtoCjgRbDqarB8,59,957,〔 niati 〕
00:11.08,7,e9eCWNhgS7yJivtoCjgRbDqarB8,59,3704,redank
00:11.30,8,e9eCWNhgS7yJivtoCjgRbDqarB8,59,943,ehkla.
00:11.31,9,e9eCWNhgS7yJivtoCjgRbDqarB8,59,45,сав tekky.
00:11.34,10,e9eCWNhgS7yJivtoCjgRbDqarB8,59,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:08.74,1,ksdTZ_BvtkMDHVpIcBa7MSQd5e6,60,3219,๓ไƒ¡ll¡pp_
00:08.78,2,ksdTZ_BvtkMDHVpIcBa7MSQd5e6,60,5408,Σα¹²мακσ您
00:08.79,3,ksdTZ_BvtkMDHVpIcBa7MSQd5e6,60,2206,Luukasa123
00:08.79,4,ksdTZ_BvtkMDHVpIcBa7MSQd5e6,60,3165,ғяσैѕѕ
00:08.88,5,ksdTZ_BvtkMDHVpIcBa7MSQd5e6,60,6149,imgooder « т³
00:08.89,6,ksdTZ_BvtkMDHVpIcBa7MSQd5e6,60,450,ImminentOmelet58
00:08.89,7,ksdTZ_BvtkMDHVpIcBa7MSQd5e6,60,542,ѕĸγ»МіǤ«ғฟ๏
00:08.90,8,ksdTZ_BvtkMDHVpIcBa7MSQd5e6,60,777,Jere
00:08.95,9,ksdTZ_BvtkMDHVpIcBa7MSQd5e6,60,2114,凹 faiby ?
00:08.96,10,ksdTZ_BvtkMDHVpIcBa7MSQd5e6,60,957,〔 niati 〕
00:09.52,1,2Kx0qvm5E2UWBCOMlVTveTXuEai,61,4354,「ιиғяα」
00:09.53,2,2Kx0qvm5E2UWBCOMlVTveTXuEai,61,943,ehkla.
00:09.53,3,2Kx0qvm5E2UWBCOMlVTveTXuEai,61,777,Jere
00:09.53,4,2Kx0qvm5E2UWBCOMlVTveTXuEai,61,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:09.54,5,2Kx0qvm5E2UWBCOMlVTveTXuEai,61,1977," ғฟ๏, LeG | Plast"
00:09.54,6,2Kx0qvm5E2UWBCOMlVTveTXuEai,61,5274,VictorPro123
00:09.54,7,2Kx0qvm5E2UWBCOMlVTveTXuEai,61,3955,Nem #jome
00:09.54,8,2Kx0qvm5E2UWBCOMlVTveTXuEai,61,4839,Law*Trick.шгн
00:09.55,9,2Kx0qvm5E2UWBCOMlVTveTXuEai,61,336,»ғฟ๏« Ŀιиκ.* Law
00:09.55,10,2Kx0qvm5E2UWBCOMlVTveTXuEai,61,502,ĊĦ»nemo
00:23.47,1,UcqU3dG_uE_v2MYdQMlSFTHEcm0,62,390,wikos2
00:24.52,2,UcqU3dG_uE_v2MYdQMlSFTHEcm0,62,436,helvete
00:24.71,3,UcqU3dG_uE_v2MYdQMlSFTHEcm0,62,959,UNITED STATES OF DONALDTRUMPERICA
00:26.47,4,UcqU3dG_uE_v2MYdQMlSFTHEcm0,62,2361,AzYmuthS « т³
00:26.52,5,UcqU3dG_uE_v2MYdQMlSFTHEcm0,62,300,Tres « т³
00:27.10,6,UcqU3dG_uE_v2MYdQMlSFTHEcm0,62,794,ĵบļェ凡иθ
00:27.12,7,UcqU3dG_uE_v2MYdQMlSFTHEcm0,62,1042,×saiphyy×
00:27.40,8,UcqU3dG_uE_v2MYdQMlSFTHEcm0,62,542,ѕĸγ»МіǤ«ғฟ๏
00:27.51,9,UcqU3dG_uE_v2MYdQMlSFTHEcm0,62,849,iklu
00:28.24,10,UcqU3dG_uE_v2MYdQMlSFTHEcm0,62,6673,ңя ױ adriaalv
00:08.73,1,NscCH9RabdVXRHnj_S2QC7Ij8fg,63,5408,Σα¹²мακσ您
00:08.92,2,NscCH9RabdVXRHnj_S2QC7Ij8fg,63,3474,๓ไ» βακεδ Δlαsκα « т³
00:08.99,3,NscCH9RabdVXRHnj_S2QC7Ij8fg,63,1812,FIREFIGHTER
00:09.08,4,NscCH9RabdVXRHnj_S2QC7Ij8fg,63,3341,bazrzokh
00:09.09,5,NscCH9RabdVXRHnj_S2QC7Ij8fg,63,3955,Nem #jome
00:09.30,6,NscCH9RabdVXRHnj_S2QC7Ij8fg,63,3704,redank
00:09.30,7,NscCH9RabdVXRHnj_S2QC7Ij8fg,63,3760,еяаメjewlians_96(real) ๓ไ
00:09.34,8,NscCH9RabdVXRHnj_S2QC7Ij8fg,63,3909,lappen
00:09.36,9,NscCH9RabdVXRHnj_S2QC7Ij8fg,63,3223,ŢȨҒᄽsyrx4ᄿ
00:09.37,10,NscCH9RabdVXRHnj_S2QC7Ij8fg,63,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:05.68,1,mAihuUAEkcaSNxGdmrZWdOteio3,64,3704,redank
00:05.72,2,mAihuUAEkcaSNxGdmrZWdOteio3,64,975,ѕκγ. flex
00:05.73,3,mAihuUAEkcaSNxGdmrZWdOteio3,64,608,a
00:05.97,4,mAihuUAEkcaSNxGdmrZWdOteio3,64,2243,sauucey
00:06.07,5,mAihuUAEkcaSNxGdmrZWdOteio3,64,43,ѕκy²oumol_«_т³
00:06.17,6,mAihuUAEkcaSNxGdmrZWdOteio3,64,1030,pietrak.
